numero,padecimiento,entidad,sexo,prophet_rmse,prophet_mae,prophet_smape,prophet_mase,deepar_rmse,deepar_mae,deepar_smape,deepar_mase,ensemble_rmse,ensemble_mae,ensemble_smape,ensemble_mase,stacking_rmse,stacking_mae,stacking_smape,stacking_mase,mejor_rmse,mejor_mae,mejor_smape,mejor_mase,victorias,modelo_produccion,justificacion
1,Alzheimer,Nacional,hombres,5.1668,4.2177,24.2449,0.5729,5.1727,4.1478,27.0233,0.5869,5.4077,4.2353,25.9458,0.5993,4.9851,3.6628,23.1409,0.5191,Stacking,Stacking,Stacking,Stacking,4/4,Stacking,"Stacking gana por margen minimo (RMSE 4.99 vs Prophet 5.17, -3.5%). Gana en 4/4 metricas. MASE=0.52 supera naive seasonal."
2,Alzheimer,Nacional,mujeres,7.7588,6.2975,23.6471,0.5713,7.7326,6.4609,25.5935,0.6234,7.2736,5.3062,21.4806,0.512,7.0196,5.3851,21.4723,0.5196,Stacking,Ensemble,Stacking,Ensemble,2/4,Ensemble,Ensemble elegido por desempate MASE/MAE (RMSE 7.27 vs Stacking 7.02). Gana en 2/4 metricas. MASE=0.51 supera naive seasonal.
3,Alzheimer,Nacional,general,10.8258,9.0505,20.3483,0.5532,8.3331,6.9236,17.3755,0.4491,10.0289,7.363,18.013,0.4776,9.6775,7.1563,17.5652,0.4645,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 8.33 (vs Stacking 9.68). Gana en 4/4 metricas. MASE=0.45 supera naive seasonal.
4,Alzheimer,Aguascalientes,hombres,0.3983,0.2599,193.7448,0.9829,0.4385,0.1539,199.9975,0.5821,0.4325,0.3141,190.8599,1.1883,0.4264,0.1455,200.0,0.5502,Prophet,Stacking,Ensemble,Stacking,1/4,Prophet,Prophet domina con RMSE 0.40 (vs Stacking 0.43). MASE=0.98 supera naive seasonal. Serie de bajo volumen.
5,Alzheimer,Aguascalientes,mujeres,0.3443,0.2906,190.9474,0.6243,0.3668,0.1349,199.9807,0.2921,0.4035,0.3712,187.8256,0.7974,0.3568,0.1273,200.0,0.2734,Prophet,Stacking,Ensemble,Stacking,2/4,Stacking,Stacking elegido por desempate MASE/MAE (RMSE 0.36 vs Prophet 0.34). Gana en 2/4 metricas. MASE=0.27 supera naive seasonal. Serie de bajo volumen.
6,Alzheimer,Aguascalientes,general,0.4883,0.4464,174.112,0.7082,0.2668,0.1807,158.2539,0.2866,0.7766,0.7188,167.6286,1.1405,0.556,0.2727,200.0,0.4327,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.27 (vs Prophet 0.49). Gana en 4/4 metricas. MASE=0.29 supera naive seasonal. Serie de bajo volumen.
7,Alzheimer,Baja California,hombres,0.8273,0.7093,143.5874,0.8111,0.4734,0.289,160.5751,0.3452,0.8027,0.712,150.7364,0.8466,0.685,0.3665,199.4413,0.4358,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.47 (vs Stacking 0.68). Gana en 3/4 metricas. MASE=0.35 supera naive seasonal. Serie de bajo volumen.
8,Alzheimer,Baja California,mujeres,1.1308,0.9486,84.7283,0.642,0.3757,0.2127,125.1784,0.1512,1.1259,0.9476,135.3963,0.6693,1.1077,0.826,157.9425,0.5835,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.38 (vs Stacking 1.11). Gana en 3/4 metricas. MASE=0.15 supera naive seasonal.
9,Alzheimer,Baja California,general,1.5666,1.2922,76.5075,0.644,0.5625,0.3589,94.3537,0.1883,1.4304,1.2147,105.1496,0.6328,1.2648,1.01,116.0803,0.5262,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.56 (vs Stacking 1.26). Gana en 3/4 metricas. MASE=0.19 supera naive seasonal.
10,Alzheimer,Baja California Sur,hombres,0.0,0.0,0.0,,0.0,0.0,200.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Prophet,Prophet,Prophet,,3/3,Prophet,Prophet elegido por desempate MASE/MAE (RMSE 0.00 vs Ensemble 0.00). Gana en 3/3 metricas.
11,Alzheimer,Baja California Sur,mujeres,0.0,0.0,0.0,,0.0,0.0,200.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Prophet,Prophet,Prophet,,3/3,Prophet,Prophet elegido por desempate MASE/MAE (RMSE 0.00 vs Ensemble 0.00). Gana en 3/3 metricas.
12,Alzheimer,Baja California Sur,general,0.0,0.0,0.0,,0.0,0.0,200.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Prophet,Prophet,Prophet,,3/3,Prophet,Prophet elegido por desempate MASE/MAE (RMSE 0.00 vs Ensemble 0.00). Gana en 3/3 metricas.
13,Alzheimer,Campeche,hombres,0.4159,0.3754,181.1516,0.9242,0.3724,0.2143,189.3409,0.5277,0.7347,0.6749,167.3514,1.6618,0.4671,0.2182,200.0,0.5372,DeepAR,DeepAR,Ensemble,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.37 (vs Prophet 0.42). Gana en 3/4 metricas. MASE=0.53 supera naive seasonal. Serie de bajo volumen.
14,Alzheimer,Campeche,mujeres,0.4401,0.3107,189.795,0.7114,0.4599,0.1731,199.9952,0.3964,0.4427,0.309,190.2062,0.7074,0.4862,0.2,200.0,0.4579,Prophet,DeepAR,Prophet,DeepAR,2/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 0.46 vs Prophet 0.44). Gana en 2/4 metricas. MASE=0.40 supera naive seasonal. Serie de bajo volumen.
15,Alzheimer,Campeche,general,0.7946,0.6527,156.2818,0.8978,0.6325,0.3391,183.6737,0.4562,0.7178,0.6076,170.3523,0.8174,0.7977,0.4182,200.0,0.5626,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.63 (vs Ensemble 0.72). Gana en 3/4 metricas. MASE=0.46 supera naive seasonal. Serie de bajo volumen.
16,Alzheimer,Chiapas,hombres,0.6745,0.5724,163.1259,0.9894,0.6486,0.4501,169.2222,0.7831,0.7113,0.586,163.7635,1.0128,0.7862,0.4,200.0,0.6914,DeepAR,Stacking,Prophet,Stacking,1/4,DeepAR,"DeepAR gana por margen minimo (RMSE 0.65 vs Prophet 0.67, -3.8%). MASE=0.78 supera naive seasonal. Serie de bajo volumen."
17,Alzheimer,Chiapas,mujeres,0.7475,0.652,151.1257,0.8855,0.7527,0.4937,164.7447,0.6853,0.819,0.6522,159.4235,0.9031,0.9342,0.5091,200.0,0.7049,Prophet,DeepAR,Prophet,DeepAR,2/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 0.75 vs Prophet 0.75). Gana en 2/4 metricas. MASE=0.69 supera naive seasonal. Serie de bajo volumen.
18,Alzheimer,Chiapas,general,1.1695,0.8774,108.6205,0.8044,0.9362,0.6103,117.1567,0.5589,1.0941,0.8525,113.2978,0.7766,1.3242,0.8926,176.7832,0.8131,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.94 (vs Ensemble 1.09). Gana en 3/4 metricas. MASE=0.56 supera naive seasonal.
19,Alzheimer,Chihuahua,hombres,1.027,0.8219,74.5539,0.5878,1.0401,0.6236,60.9666,0.4704,1.3821,0.9948,75.5042,0.7504,1.5198,0.9952,83.6896,0.7507,Prophet,DeepAR,DeepAR,DeepAR,3/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 1.04 vs Prophet 1.03). Gana en 3/4 metricas. MASE=0.47 supera naive seasonal.
20,Alzheimer,Chihuahua,mujeres,1.4797,1.2017,60.6955,0.5859,0.3609,0.1726,5.4531,0.0898,1.8649,1.507,54.6663,0.7843,1.6643,1.3766,49.6935,0.7164,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.36 (vs Prophet 1.48). Gana en 4/4 metricas. MASE=0.09 supera naive seasonal.
21,Alzheimer,Chihuahua,general,1.8324,1.5169,46.5194,0.5363,1.3696,0.7877,16.6972,0.3039,2.7182,2.1681,51.1091,0.8365,2.4692,2.006,46.813,0.7739,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.37 (vs Prophet 1.83). Gana en 4/4 metricas. MASE=0.30 supera naive seasonal.
22,Alzheimer,Ciudad de México,hombres,0.8884,0.7254,144.4831,0.5655,0.8807,0.5361,173.0729,0.4603,0.8328,0.6599,144.8676,0.5666,1.0,0.6,200.0,0.5151,Ensemble,DeepAR,Prophet,DeepAR,1/4,Ensemble,Ensemble domina con RMSE 0.83 (vs DeepAR 0.88). MASE=0.57 supera naive seasonal.
23,Alzheimer,Ciudad de México,mujeres,1.3952,1.1459,95.6495,0.7091,0.3525,0.1815,89.85,0.1183,1.3452,1.156,103.127,0.7534,1.084,0.9218,121.039,0.6007,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.35 (vs Stacking 1.08). Gana en 4/4 metricas. MASE=0.12 supera naive seasonal.
24,Alzheimer,Ciudad de México,general,1.7449,1.3004,79.9426,0.5744,0.7155,0.3915,62.7212,0.1853,1.643,1.433,88.5835,0.6782,1.4866,1.268,92.2988,0.6001,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.72 (vs Stacking 1.49). Gana en 4/4 metricas. MASE=0.19 supera naive seasonal.
25,Alzheimer,Coahuila,hombres,0.987,0.7783,127.334,0.9543,1.4568,0.915,185.4901,1.0758,1.2517,0.964,137.9763,1.1334,1.4793,0.919,187.6992,1.0805,Prophet,Prophet,Prophet,Prophet,4/4,Prophet,Prophet domina con RMSE 0.99 (vs Ensemble 1.25). Gana en 4/4 metricas. MASE=0.95 supera naive seasonal.
26,Alzheimer,Coahuila,mujeres,1.2548,0.8837,130.8626,0.8916,1.4586,1.0528,132.1759,1.033,1.5019,1.0379,130.9303,1.0164,1.5886,1.0232,151.5346,1.0021,Prophet,Prophet,Prophet,Prophet,4/4,Prophet,Prophet domina con RMSE 1.25 (vs DeepAR 1.46). Gana en 4/4 metricas. MASE=0.89 supera naive seasonal.
27,Alzheimer,Coahuila,general,1.7572,1.2548,89.4317,0.8068,1.9941,1.3708,98.9117,0.8812,2.2051,1.759,108.6305,1.1294,2.2777,1.6987,115.1181,1.0906,Prophet,Prophet,Prophet,Prophet,4/4,Prophet,Prophet domina con RMSE 1.76 (vs DeepAR 1.99). Gana en 4/4 metricas. MASE=0.81 supera naive seasonal.
28,Alzheimer,Colima,hombres,0.8843,0.6642,148.1774,1.2747,0.6669,0.5254,163.5046,1.0082,0.8964,0.663,152.5633,1.2724,1.0357,0.5273,200.0,1.0119,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.67 (vs Prophet 0.88). Gana en 3/4 metricas. Serie de bajo volumen.
29,Alzheimer,Colima,mujeres,1.0312,0.873,130.9171,1.2401,1.0399,0.6391,176.5522,0.8299,1.0981,0.8252,153.4995,1.0715,1.2752,0.7177,194.5717,0.932,Prophet,DeepAR,Prophet,DeepAR,2/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 1.04 vs Prophet 1.03). Gana en 2/4 metricas. MASE=0.83 supera naive seasonal. Serie de bajo volumen.
30,Alzheimer,Colima,general,1.3594,1.1487,107.1693,1.0877,1.1593,0.8204,123.5034,0.7283,1.5203,1.1163,107.5862,0.991,1.7127,1.1504,150.6632,1.0213,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 1.16 (vs Prophet 1.36). Gana en 3/4 metricas. MASE=0.73 supera naive seasonal.
31,Alzheimer,Durango,hombres,1.1382,0.7985,145.686,1.2443,1.093,0.7769,159.6852,1.2106,1.1753,0.789,151.3548,1.2295,1.2577,0.7091,200.0,1.1049,DeepAR,Stacking,Prophet,Stacking,1/4,DeepAR,"DeepAR gana por margen minimo (RMSE 1.09 vs Prophet 1.14, -4.0%). Serie de bajo volumen."
32,Alzheimer,Durango,mujeres,0.8584,0.7125,136.6263,0.9529,0.8249,0.4354,167.1966,0.5653,0.9592,0.8074,144.8106,1.0458,1.0092,0.5795,188.7969,0.7506,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,"DeepAR gana por margen minimo (RMSE 0.82 vs Prophet 0.86, -3.9%). Gana en 3/4 metricas. MASE=0.57 supera naive seasonal. Serie de bajo volumen."
33,Alzheimer,Durango,general,1.1586,0.8864,101.32,0.7653,1.3791,0.8252,115.8076,0.7215,1.7626,1.2828,114.7449,1.1197,1.7026,1.1414,117.3705,0.9964,Prophet,DeepAR,Prophet,DeepAR,2/4,Prophet,Prophet domina con RMSE 1.16 (vs DeepAR 1.38). Gana en 2/4 metricas. MASE=0.77 supera naive seasonal.
34,Alzheimer,Guanajuato,hombres,0.5895,0.5333,161.4401,0.895,0.617,0.4861,159.6277,0.8159,0.6364,0.5156,177.1223,0.8655,0.7135,0.4,200.0,0.6714,Prophet,Stacking,DeepAR,Stacking,1/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 0.62 vs Prophet 0.59). MASE=0.82 supera naive seasonal. Serie de bajo volumen.
35,Alzheimer,Guanajuato,mujeres,0.8106,0.6598,133.2101,0.7807,0.8614,0.6194,107.1,0.7433,0.8941,0.7188,101.9477,0.8626,1.298,0.9987,199.2836,1.1984,Prophet,DeepAR,Ensemble,DeepAR,1/4,Prophet,Prophet domina con RMSE 0.81 (vs DeepAR 0.86). MASE=0.78 supera naive seasonal.
36,Alzheimer,Guanajuato,general,1.0251,0.7506,88.8864,0.6297,0.5592,0.3081,59.2451,0.2663,1.2463,0.9705,86.279,0.8388,1.4453,1.0767,111.7684,0.9305,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.56 (vs Prophet 1.03). Gana en 4/4 metricas. MASE=0.27 supera naive seasonal.
37,Alzheimer,Guerrero,hombres,0.4516,0.3258,188.1466,0.7237,0.4831,0.2497,192.0338,0.557,0.4548,0.3539,184.8786,0.7861,0.5045,0.2182,200.0,0.4846,Prophet,Stacking,Ensemble,Stacking,1/4,Prophet,"Prophet gana por margen minimo (RMSE 0.45 vs Ensemble 0.45, -0.7%). MASE=0.72 supera naive seasonal. Serie de bajo volumen."
38,Alzheimer,Guerrero,mujeres,0.6192,0.5219,166.8452,0.854,0.6891,0.4773,181.5762,0.781,0.6496,0.5145,172.1907,0.8419,0.7385,0.4,200.0,0.6545,Prophet,Stacking,Prophet,Stacking,0/4,Ensemble,Ensemble elegido por desempate MASE/MAE (RMSE 0.65 vs Prophet 0.62). MASE=0.84 supera naive seasonal. Serie de bajo volumen.
39,Alzheimer,Guerrero,general,0.8701,0.6913,152.1437,0.7791,0.8905,0.6192,161.1201,0.7088,0.8177,0.6314,153.096,0.7228,1.0047,0.6186,195.2839,0.7081,Ensemble,Stacking,Prophet,Stacking,1/4,Ensemble,Ensemble domina con RMSE 0.82 (vs Prophet 0.87). MASE=0.72 supera naive seasonal. Serie de bajo volumen.
40,Alzheimer,Hidalgo,hombres,0.4712,0.3652,189.0861,0.8147,0.5,0.1731,199.9968,0.3862,0.4641,0.2999,191.0849,0.6689,0.4862,0.1636,200.0,0.365,Ensemble,Stacking,Prophet,Stacking,2/4,Stacking,Stacking elegido por desempate MASE/MAE (RMSE 0.49 vs Ensemble 0.46). Gana en 2/4 metricas. MASE=0.37 supera naive seasonal. Serie de bajo volumen.
41,Alzheimer,Hidalgo,mujeres,0.8007,0.667,160.1521,1.1645,0.7869,0.4322,172.9753,0.7546,0.8322,0.6257,168.307,1.0924,0.9723,0.5455,200.0,0.9523,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,"DeepAR gana por margen minimo (RMSE 0.79 vs Prophet 0.80, -1.7%). Gana en 3/4 metricas. MASE=0.75 supera naive seasonal. Serie de bajo volumen."
42,Alzheimer,Hidalgo,general,0.7772,0.6663,136.6997,0.7321,0.8248,0.5019,156.8239,0.5733,0.917,0.772,149.0156,0.8819,1.1521,0.7091,200.0,0.8099,Prophet,DeepAR,Prophet,DeepAR,2/4,Prophet,Prophet domina con RMSE 0.78 (vs DeepAR 0.82). Gana en 2/4 metricas. MASE=0.73 supera naive seasonal.
43,Alzheimer,Jalisco,hombres,1.549,1.3198,78.992,0.7652,0.9536,0.5662,81.9354,0.3313,2.2353,1.5651,97.701,0.9129,2.3576,1.3058,106.7292,0.7616,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.95 (vs Prophet 1.55). Gana en 3/4 metricas. MASE=0.33 supera naive seasonal.
44,Alzheimer,Jalisco,mujeres,2.0306,1.6557,64.9474,0.8152,1.2909,0.8339,64.6262,0.4023,2.1034,1.5999,80.5962,0.7718,2.004,1.4207,77.8193,0.6854,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.29 (vs Stacking 2.00). Gana en 4/4 metricas. MASE=0.40 supera naive seasonal.
45,Alzheimer,Jalisco,general,2.8166,2.2605,53.3449,0.7682,2.4464,1.2588,41.0523,0.4226,3.5499,2.4743,65.981,0.8306,3.5907,2.1506,59.3044,0.7219,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 2.45 (vs Prophet 2.82). Gana en 4/4 metricas. MASE=0.42 supera naive seasonal.
46,Alzheimer,Michoacán,hombres,0.7396,0.6585,140.5255,0.8854,0.6082,0.4295,146.1631,0.5734,0.7013,0.6036,144.6985,0.8058,0.8739,0.5455,200.0,0.7282,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.61 (vs Ensemble 0.70). Gana en 3/4 metricas. MASE=0.57 supera naive seasonal.
47,Alzheimer,Michoacán,mujeres,1.115,0.8763,111.987,0.8471,0.8132,0.5692,119.9478,0.5442,0.9456,0.7654,119.394,0.7317,1.0713,0.7969,159.4527,0.7619,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.81 (vs Ensemble 0.95). Gana en 3/4 metricas. MASE=0.54 supera naive seasonal.
48,Alzheimer,Michoacán,general,1.417,1.181,94.0453,0.795,0.7056,0.4044,70.4762,0.2724,1.3113,1.0207,95.1579,0.6875,1.3759,1.0395,105.4596,0.7001,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.71 (vs Ensemble 1.31). Gana en 4/4 metricas. MASE=0.27 supera naive seasonal.
49,Alzheimer,Morelos,hombres,0.7527,0.6025,161.3153,1.0244,0.6977,0.4623,175.3589,0.7887,0.8453,0.66,158.6977,1.1222,0.9045,0.5273,200.0,0.8965,DeepAR,DeepAR,Ensemble,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.70 (vs Prophet 0.75). Gana en 3/4 metricas. MASE=0.79 supera naive seasonal. Serie de bajo volumen.
50,Alzheimer,Morelos,mujeres,0.7273,0.6063,160.4595,0.8094,0.7442,0.5078,161.0903,0.7013,0.7719,0.6494,140.6145,0.8921,0.8421,0.5273,200.0,0.7243,Prophet,DeepAR,Ensemble,DeepAR,2/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 0.74 vs Prophet 0.73). Gana en 2/4 metricas. MASE=0.70 supera naive seasonal. Serie de bajo volumen.
51,Alzheimer,Morelos,general,1.0408,0.7646,124.2111,0.6527,0.9998,0.7258,115.6411,0.6466,1.2972,1.0389,97.2846,0.9207,1.4608,1.0392,188.6498,0.9209,DeepAR,DeepAR,Ensemble,DeepAR,3/4,DeepAR,"DeepAR gana por margen minimo (RMSE 1.00 vs Prophet 1.04, -3.9%). Gana en 3/4 metricas. MASE=0.65 supera naive seasonal."
52,Alzheimer,México,hombres,1.4637,1.1782,129.3975,1.085,0.5425,0.3375,99.6212,0.2762,0.9777,0.7753,111.1523,0.6324,0.9381,0.7256,156.4092,0.5919,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.54 (vs Stacking 0.94). Gana en 4/4 metricas. MASE=0.28 supera naive seasonal.
53,Alzheimer,México,mujeres,1.6987,1.3609,101.8661,0.9707,0.7823,0.5339,84.7022,0.3467,1.2514,0.952,98.9684,0.6173,1.3736,1.052,116.2098,0.6822,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.78 (vs Ensemble 1.25). Gana en 4/4 metricas. MASE=0.35 supera naive seasonal.
54,Alzheimer,México,general,2.8103,2.2728,88.0199,1.2031,0.5345,0.2368,37.6455,0.1076,2.0619,1.4962,95.3549,0.6774,1.664,1.2221,69.936,0.5533,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.53 (vs Stacking 1.66). Gana en 4/4 metricas. MASE=0.11 supera naive seasonal.
55,Alzheimer,Nayarit,hombres,0.6991,0.5197,168.0967,0.7557,0.7187,0.4194,183.552,0.6098,0.7347,0.4957,178.3901,0.7208,0.809,0.4,200.0,0.5816,Prophet,Stacking,Prophet,Stacking,0/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 0.72 vs Prophet 0.70). MASE=0.61 supera naive seasonal. Serie de bajo volumen.
56,Alzheimer,Nayarit,mujeres,0.7822,0.6752,147.699,0.6983,0.7064,0.5686,140.1158,0.6108,0.8628,0.7225,145.1949,0.7745,1.0439,0.6568,196.0311,0.704,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.71 (vs Prophet 0.78). Gana en 4/4 metricas. MASE=0.61 supera naive seasonal.
57,Alzheimer,Nayarit,general,0.9817,0.7756,108.9091,0.5507,0.5423,0.3586,93.581,0.2678,1.1361,0.8837,114.9029,0.659,1.3125,0.9489,149.6022,0.7076,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.54 (vs Prophet 0.98). Gana en 4/4 metricas. MASE=0.27 supera naive seasonal.
58,Alzheimer,Nuevo León,hombres,0.8802,0.7231,105.7317,0.603,0.9194,0.6943,125.1056,0.6206,0.9616,0.6777,111.8904,0.6058,1.2245,0.8225,176.1744,0.7352,Prophet,Ensemble,Prophet,Prophet,0/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 0.92 vs Prophet 0.88). MASE=0.62 supera naive seasonal.
59,Alzheimer,Nuevo León,mujeres,1.2175,0.9713,93.005,0.5681,0.9889,0.6296,100.9485,0.3835,1.59,1.2672,116.2997,0.7718,1.7318,1.2285,142.4792,0.7483,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.99 (vs Prophet 1.22). Gana en 3/4 metricas. MASE=0.38 supera naive seasonal.
60,Alzheimer,Nuevo León,general,1.5579,1.2515,67.188,0.5696,1.2567,0.7863,71.8597,0.3748,2.1189,1.7242,91.4583,0.8219,2.1893,1.5803,102.3855,0.7533,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 1.26 (vs Prophet 1.56). Gana en 3/4 metricas. MASE=0.37 supera naive seasonal.
61,Alzheimer,Oaxaca,hombres,0.8254,0.6333,165.9452,0.8436,0.9988,0.6317,181.1549,0.8566,0.9533,0.7378,154.9132,1.0004,1.1442,0.6545,200.0,0.8875,Prophet,DeepAR,Ensemble,Prophet,2/4,Prophet,Prophet domina con RMSE 0.83 (vs Ensemble 0.95). Gana en 2/4 metricas. MASE=0.84 supera naive seasonal. Serie de bajo volumen.
62,Alzheimer,Oaxaca,mujeres,1.0515,0.7811,110.3387,0.7939,1.2921,0.8072,155.4678,0.8182,1.2747,1.0585,140.7129,1.0729,1.4568,0.9824,176.1713,0.9958,Prophet,Prophet,Prophet,Prophet,4/4,Prophet,Prophet domina con RMSE 1.05 (vs Ensemble 1.27). Gana en 4/4 metricas. MASE=0.79 supera naive seasonal.
63,Alzheimer,Oaxaca,general,1.422,1.0562,90.794,0.719,1.778,1.1186,130.4063,0.7848,1.8551,1.3891,111.4069,0.9746,2.0591,1.4141,130.596,0.9921,Prophet,Prophet,Prophet,Prophet,4/4,Prophet,Prophet domina con RMSE 1.42 (vs DeepAR 1.78). Gana en 4/4 metricas. MASE=0.72 supera naive seasonal.
64,Alzheimer,Puebla,hombres,1.1919,0.797,148.6649,1.2272,1.2423,0.6276,163.5442,0.9665,1.2356,0.78,154.1921,1.2011,1.3817,0.6727,200.0,1.0359,Prophet,DeepAR,Prophet,DeepAR,2/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 1.24 vs Prophet 1.19). Gana en 2/4 metricas. MASE=0.97 supera naive seasonal. Serie de bajo volumen.
65,Alzheimer,Puebla,mujeres,1.2715,0.9546,155.2564,0.7249,0.8844,0.5583,161.0088,0.4442,1.3619,0.9882,151.7582,0.7864,1.3024,0.6983,191.0375,0.5557,DeepAR,DeepAR,Ensemble,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.88 (vs Prophet 1.27). Gana en 3/4 metricas. MASE=0.44 supera naive seasonal. Serie de bajo volumen.
66,Alzheimer,Puebla,general,1.875,1.5405,131.3124,0.8629,1.3283,0.8771,118.469,0.5093,1.948,1.3889,119.0762,0.8065,1.9558,1.2826,136.0942,0.7448,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.33 (vs Prophet 1.88). Gana en 4/4 metricas. MASE=0.51 supera naive seasonal.
67,Alzheimer,Querétaro,hombres,0.3694,0.254,195.0699,0.8392,0.3732,0.1062,199.9783,0.351,0.3833,0.2853,193.4564,0.9427,0.3814,0.1091,200.0,0.3604,Prophet,DeepAR,Ensemble,DeepAR,2/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 0.37 vs Prophet 0.37). Gana en 2/4 metricas. MASE=0.35 supera naive seasonal. Serie de bajo volumen.
68,Alzheimer,Querétaro,mujeres,0.4546,0.2792,194.097,0.911,0.3668,0.0964,199.9921,0.3145,0.4889,0.4026,187.5947,1.3136,0.4671,0.1455,200.0,0.4745,DeepAR,DeepAR,Ensemble,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.37 (vs Prophet 0.45). Gana en 3/4 metricas. MASE=0.31 supera naive seasonal. Serie de bajo volumen.
69,Alzheimer,Querétaro,general,0.5544,0.4496,181.8493,0.7875,0.4674,0.2354,192.7701,0.4123,0.6215,0.503,185.833,0.8811,0.603,0.2545,200.0,0.4459,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.47 (vs Prophet 0.55). Gana en 3/4 metricas. MASE=0.41 supera naive seasonal. Serie de bajo volumen.
70,Alzheimer,Quintana Roo,hombres,0.3096,0.2012,195.4253,0.6525,0.31,0.0964,199.9886,0.3124,0.3301,0.22,196.5242,0.7134,0.3303,0.1091,200.0,0.3537,Prophet,DeepAR,Prophet,DeepAR,2/4,DeepAR,DeepAR elegido por desempate MASE/MAE (RMSE 0.31 vs Prophet 0.31). Gana en 2/4 metricas. MASE=0.31 supera naive seasonal. Serie de bajo volumen.
71,Alzheimer,Quintana Roo,mujeres,0.6172,0.4273,184.7099,1.0673,0.6504,0.2693,199.9912,0.6758,0.6284,0.3686,188.3621,0.9205,0.6742,0.2727,200.0,0.6812,Prophet,DeepAR,Prophet,DeepAR,0/4,Ensemble,Ensemble elegido por desempate MASE/MAE (RMSE 0.63 vs Prophet 0.62). MASE=0.92 supera naive seasonal. Serie de bajo volumen.
